store_id,sku_id,category,subcategory,brand,stock_on_hand,reorder_point,safety_stock,forecast_8_week_demand,stock_coverage_ratio,forecast_stockout_risk,forecast_overstock_risk,recommended_action,cost_price,stockout_units_at_risk,overstock_units_at_risk,stockout_value_at_risk,overstock_value_at_risk,total_value_at_stake
ST24,SKU02822,Grocery,Rice & Grains,FamilyChoice,386,91,25,61.2292774020893,6.304173695618832,LOW,HIGH,Clear / Markdown,242.81,0.0,324.7707225979107,0.0,78857.5791539987,78857.5791539987
ST17,SKU01880,Personal Care,Men's Grooming,GreenValley,569,100,43,58.86011540998291,9.666987501412464,LOW,HIGH,Clear / Markdown,335.86,0.0,510.1398845900171,0.0,171335.58163840315,171335.58163840315
ST30,SKU03805,Health & Wellness,OTC Medicine,FamilyChoice,124,21,5,68.6341452212438,1.8066809107956843,LOW,MEDIUM,Watch / Reduce Orders,962.72,0.0,55.3658547787562,0.0,53301.81571260417,53301.81571260417
ST04,SKU02584,Snacks & Confectionery,Chocolates,PrimeCare,260,57,25,61.21065089911585,4.2476267803215855,LOW,HIGH,Clear / Markdown,107.23,0.0,198.78934910088415,0.0,21316.181904087807,21316.181904087807
ST04,SKU02355,Grocery,Spices & Seasoning,EverydayPlus,0,48,17,433.4702556092061,0.0,HIGH,LOW,Reorder Now,198.69,433.4702556092061,0.0,86126.20508699316,0.0,86126.20508699316
ST26,SKU04854,Electronics & Accessories,Batteries,SparkleClean,450,86,32,59.37417204058691,7.579053055129588,LOW,HIGH,Clear / Markdown,1096.57,0.0,390.6258279594131,0.0,428348.56416545354,428348.56416545354
ST12,SKU04919,Grocery,Pulses & Lentils,GoldenHarvest,376,65,14,66.00957033646041,5.696143727090983,LOW,HIGH,Clear / Markdown,211.22,0.0,309.9904296635396,0.0,65476.17855353283,65476.17855353283
ST26,SKU02639,Grocery,Sugar & Salt,SoftTouch,113,33,11,68.7863779704992,1.6427671195082105,LOW,MEDIUM,Watch / Reduce Orders,99.59,0.0,44.2136220295008,0.0,4403.234617917985,4403.234617917985
ST29,SKU04334,Grocery,Pulses & Lentils,FreshFarm,242,55,23,72.84418512641741,3.3221594775206995,LOW,HIGH,Clear / Markdown,222.77,0.0,169.15581487358259,0.0,37682.84087938799,37682.84087938799
ST12,SKU04690,Stationery & Office,Writing Instruments,DailyBest,365,64,22,60.322682794620476,6.050791892706576,LOW,HIGH,Clear / Markdown,71.18,0.0,304.6773172053795,0.0,21686.931438678916,21686.931438678916
ST29,SKU04105,Personal Care,Men's Grooming,BasicNeeds,0,83,32,679.9370504492425,0.0,HIGH,LOW,Reorder Now,266.54,679.9370504492425,0.0,181230.42142674112,0.0,181230.42142674112
ST01,SKU02057,Beverages,Energy Drinks,FreshFarm,356,67,19,63.8157473278422,5.57856038527783,LOW,HIGH,Clear / Markdown,117.15,0.0,292.1842526721578,0.0,34229.38520054329,34229.38520054329
ST06,SKU04350,Personal Care,Skin Care,NutriPlus,0,92,26,767.708771000606,0.0,HIGH,LOW,Reorder Now,254.76,767.708771000606,0.0,195581.48650011438,0.0,195581.48650011438
ST04,SKU03523,Health & Wellness,Vitamins & Supplements,GoldenHarvest,341,77,20,71.04436461842852,4.799817717161291,LOW,HIGH,Clear / Markdown,222.52,0.0,269.9556353815715,0.0,60070.52798510729,60070.52798510729
ST11,SKU00264,Beverages,Energy Drinks,PurePlus,0,31,7,839.4031932290109,0.0,HIGH,LOW,Reorder Now,153.51,839.4031932290109,0.0,128856.78419258544,0.0,128856.78419258544
ST21,SKU02938,Snacks & Confectionery,Candy,MetroBrand,369,83,27,62.60308404135779,5.894278303545328,LOW,HIGH,Clear / Markdown,47.72,0.0,306.39691595864224,0.0,14621.260829546407,14621.260829546407
ST07,SKU00788,Beverages,Tea,MetroBrand,390,84,38,69.31644163530126,5.626370754170134,LOW,HIGH,Clear / Markdown,61.04,0.0,320.68355836469874,0.0,19574.52440258121,19574.52440258121
ST26,SKU03807,Frozen Foods,Ice Cream,TrueTaste,147,41,19,70.00511092970444,2.099846683303022,LOW,HIGH,Clear / Markdown,265.41,0.0,76.99488907029556,0.0,20435.213508147146,20435.213508147146
ST05,SKU02930,Home Care,Pest Control,TrueTaste,0,23,8,1093.906797611854,0.0,HIGH,LOW,Reorder Now,133.92,1093.906797611854,0.0,146495.99833617947,0.0,146495.99833617947
ST26,SKU01592,Electronics & Accessories,Small Appliances,QuickBite,384,71,26,59.3203384070694,6.473327872219917,LOW,HIGH,Clear / Markdown,1076.66,0.0,324.6796615929306,0.0,349569.6044506447,349569.6044506447
ST10,SKU00830,Frozen Foods,Ice Cream,TrueTaste,0,87,23,322.6538811556755,0.0,HIGH,LOW,Reorder Now,208.06,322.6538811556755,0.0,67131.36651324984,0.0,67131.36651324984
ST03,SKU04052,Electronics & Accessories,Batteries,CleanWave,350,76,29,60.18671324772281,5.815236970316574,LOW,HIGH,Clear / Markdown,247.68,0.0,289.8132867522772,0.0,71780.954862804,71780.954862804
ST27,SKU04409,Apparel & Footwear,Footwear,SunriseFoods,414,76,27,59.08575016665576,7.0067655709250065,LOW,HIGH,Clear / Markdown,1975.87,0.0,354.91424983334423,0.0,701264.4188182098,701264.4188182098
ST29,SKU03058,Apparel & Footwear,Women's Wear,UrbanBite,341,75,28,59.59186088182292,5.7222579552640545,LOW,HIGH,Clear / Markdown,765.86,0.0,281.4081391181771,0.0,215519.2374250471,215519.2374250471
ST23,SKU02718,Beverages,Soft Drinks,SmartBuy,310,80,31,66.0672170431132,4.692190981764899,LOW,HIGH,Clear / Markdown,101.03,0.0,243.9327829568868,0.0,24644.529062134272,24644.529062134272
ST21,SKU04106,Dairy & Bakery,Cheese,EverydayPlus,210,37,18,69.7074243916913,3.0125915830714685,LOW,HIGH,Clear / Markdown,64.75,0.0,140.2925756083087,0.0,9083.944270637989,9083.944270637989
ST16,SKU01547,Home Care,Pest Control,SparkleClean,0,79,26,356.96093339785745,0.0,HIGH,LOW,Reorder Now,97.6,356.96093339785745,0.0,34839.38709963088,0.0,34839.38709963088
ST26,SKU00774,Beverages,Energy Drinks,GreenValley,0,84,30,642.5676914146601,0.0,HIGH,LOW,Reorder Now,73.97,642.5676914146601,0.0,47530.73213394241,0.0,47530.73213394241
ST17,SKU00954,Beverages,Soft Drinks,PurePlus,232,66,23,59.38101372564147,3.9069727080091843,LOW,HIGH,Clear / Markdown,145.35,0.0,172.61898627435852,0.0,25090.16965497801,25090.16965497801
ST22,SKU03284,Personal Care,Bath & Body,TrueTaste,426,73,25,59.789244861465974,7.1250272684838,LOW,HIGH,Clear / Markdown,146.77,0.0,366.210755138534,0.0,53748.75253168264,53748.75253168264
ST03,SKU03005,Grocery,Cooking Oil,NatureBlend,319,57,26,59.621195648295526,5.350446205100882,LOW,HIGH,Clear / Markdown,88.29,0.0,259.3788043517045,0.0,22900.554636211993,22900.554636211993
ST08,SKU03349,Beverages,Tea,GreenValley,81,23,6,59.37474986691474,1.3642162734421126,LOW,LOW,Healthy,37.65,0.0,21.62525013308526,0.0,0.0,0.0
ST03,SKU02776,Snacks & Confectionery,Namkeen,SparkleClean,0,24,12,416.7669103435256,0.0,HIGH,LOW,Reorder Now,178.45,416.7669103435256,0.0,74372.05515080213,0.0,74372.05515080213
ST15,SKU04062,Electronics & Accessories,Mobile Accessories,PurePlus,367,67,18,65.32123017997546,5.6183877582958575,LOW,HIGH,Clear / Markdown,2728.94,0.0,301.6787698200245,0.0,823263.2621126577,823263.2621126577
ST11,SKU00385,Frozen Foods,Frozen Vegetables,FamilyChoice,186,55,26,69.50389985545829,2.6761088282356726,LOW,HIGH,Clear / Markdown,260.01,0.0,116.49610014454171,0.0,30290.15099858229,30290.15099858229
ST16,SKU00500,Home & Kitchen,Home Decor,UrbanBite,0,22,7,661.1920425351109,0.0,HIGH,LOW,Reorder Now,781.21,661.1920425351109,0.0,516529.835548854,0.0,516529.835548854
ST02,SKU02780,Health & Wellness,First Aid,ValueChoice,330,73,16,65.41571784793013,5.044659156185379,LOW,HIGH,Clear / Markdown,569.66,0.0,264.5842821520699,0.0,150723.08217074812,150723.08217074812
ST19,SKU00734,Beverages,Juices,BasicNeeds,119,23,9,59.74351657884168,1.9918479328708307,LOW,MEDIUM,Watch / Reduce Orders,34.7,0.0,59.25648342115832,0.0,2056.199974714194,2056.199974714194
ST29,SKU03179,Personal Care,Skin Care,NatureBlend,154,27,13,63.39009654187369,2.429401569033295,LOW,HIGH,Clear / Markdown,187.69,0.0,90.60990345812631,0.0,17006.57278005573,17006.57278005573
ST25,SKU01717,Beverages,Bottled Water,EliteHome,126,29,12,63.63869202102766,1.9799275566249344,LOW,MEDIUM,Watch / Reduce Orders,226.29,0.0,62.36130797897234,0.0,14111.740382561651,14111.740382561651
ST18,SKU00546,Dairy & Bakery,Milk,TrueTaste,130,32,8,58.46964708712485,2.2233758279109965,LOW,HIGH,Clear / Markdown,93.76,0.0,71.53035291287514,0.0,6706.685889111174,6706.685889111174
ST14,SKU01070,Home Care,Pest Control,SparkleClean,342,77,23,66.31616218362772,5.157113872980329,LOW,HIGH,Clear / Markdown,133.29,0.0,275.68383781637226,0.0,36745.898742544254,36745.898742544254
ST10,SKU04334,Grocery,Pulses & Lentils,FreshFarm,74,20,4,72.84418512641741,1.015866947671619,LOW,LOW,Healthy,222.77,0.0,1.1558148735825853,0.0,0.0,0.0
ST15,SKU04412,Home Care,Dishwashing,SparkleClean,249,55,27,73.82364630159832,3.3729030259862554,LOW,HIGH,Clear / Markdown,348.67,0.0,175.17635369840167,0.0,61078.739244021715,61078.739244021715
ST13,SKU01370,Home Care,Laundry,PurePlus,0,22,6,363.8615630654891,0.0,HIGH,LOW,Reorder Now,123.07,363.8615630654891,0.0,44780.44256646974,0.0,44780.44256646974
ST27,SKU03254,Stationery & Office,Office Supplies,NutriPlus,303,73,33,69.54916197165423,4.356630495756255,LOW,HIGH,Clear / Markdown,134.91,0.0,233.45083802834577,0.0,31494.852558404127,31494.852558404127
ST11,SKU00506,Frozen Foods,Frozen Vegetables,SmartBuy,0,62,14,348.49853036771606,0.0,HIGH,LOW,Reorder Now,243.03,348.49853036771606,0.0,84695.59783526603,0.0,84695.59783526603
ST23,SKU01792,Dairy & Bakery,Butter & Ghee,SoftTouch,511,100,21,58.56349123683692,8.725572693975199,LOW,HIGH,Clear / Markdown,250.71,0.0,452.4365087631631,0.0,113430.35711201263,113430.35711201263
ST21,SKU00965,Snacks & Confectionery,Chips & Crisps,ValueChoice,123,35,16,69.52669396019141,1.769104684747783,LOW,MEDIUM,Watch / Reduce Orders,62.98,0.0,53.47330603980859,0.0,3367.748814387145,3367.748814387145
ST02,SKU04887,Home & Kitchen,Storage & Containers,SmartBuy,566,95,32,60.12125566366903,9.414307697868509,LOW,HIGH,Clear / Markdown,747.65,0.0,505.87874433633095,0.0,378220.24320305785,378220.24320305785
ST08,SKU04409,Apparel & Footwear,Footwear,SunriseFoods,316,69,25,59.08575016665576,5.348159228049038,LOW,HIGH,Clear / Markdown,1975.87,0.0,256.91424983334423,0.0,507629.15881820983,507629.15881820983
ST11,SKU01674,Home & Kitchen,Cookware,GreenValley,437,84,33,64.89984602627868,6.733452030426293,LOW,HIGH,Clear / Markdown,1195.67,0.0,372.1001539737213,0.0,444908.99110175937,444908.99110175937
ST21,SKU04348,Personal Care,Men's Grooming,HealthFirst,0,74,18,404.01561651419615,0.0,HIGH,LOW,Reorder Now,183.92,404.01561651419615,0.0,74306.55218929095,0.0,74306.55218929095
ST04,SKU02718,Beverages,Soft Drinks,SmartBuy,248,44,15,66.0672170431132,3.753752785411919,LOW,HIGH,Clear / Markdown,101.03,0.0,181.9327829568868,0.0,18380.669062134275,18380.669062134275
ST14,SKU01191,Frozen Foods,Frozen Meat,CityFresh,295,82,20,57.131789873047126,5.163500052344259,LOW,HIGH,Clear / Markdown,484.26,0.0,237.86821012695287,0.0,115190.0594360782,115190.0594360782
ST09,SKU02833,Apparel & Footwear,Kids Wear,QuickBite,0,82,22,348.93111427760664,0.0,HIGH,LOW,Reorder Now,2468.33,348.93111427760664,0.0,861277.1373048448,0.0,861277.1373048448
ST23,SKU00516,Electronics & Accessories,Batteries,GoldenHarvest,461,81,34,67.59282957210378,6.820250060817977,LOW,HIGH,Clear / Markdown,1441.14,0.0,393.40717042789623,0.0,566954.8095904584,566954.8095904584
ST02,SKU03840,Home Care,Dishwashing,HealthFirst,0,49,19,788.2248675340917,0.0,HIGH,LOW,Reorder Now,177.23,788.2248675340917,0.0,139697.09327306706,0.0,139697.09327306706
ST02,SKU01854,Home Care,Surface Cleaners,GreenValley,437,80,19,64.82211706960942,6.741526191295577,LOW,HIGH,Clear / Markdown,161.28,0.0,372.1778829303906,0.0,60024.84895901339,60024.84895901339
ST28,SKU00860,Frozen Foods,Frozen Vegetables,FamilyChoice,129,34,12,57.772630392862126,2.232891234530635,LOW,HIGH,Clear / Markdown,393.43,0.0,71.22736960713787,0.0,28022.984024536254,28022.984024536254
ST29,SKU02482,Electronics & Accessories,Batteries,MetroBrand,0,98,23,432.35021929546565,0.0,HIGH,LOW,Reorder Now,910.7,432.35021929546565,0.0,393741.3447123806,0.0,393741.3447123806
ST29,SKU04468,Health & Wellness,First Aid,GreenValley,244,79,28,61.156040068182875,3.9897939717477517,LOW,HIGH,Clear / Markdown,364.44,0.0,182.84395993181712,0.0,66635.65275755143,66635.65275755143
ST03,SKU01032,Stationery & Office,Office Supplies,PrimeCare,268,63,20,67.72175385591052,3.957369452808551,LOW,HIGH,Clear / Markdown,144.67,0.0,200.27824614408948,0.0,28974.253869665423,28974.253869665423
ST20,SKU02662,Dairy & Bakery,Eggs,SparkleClean,390,87,19,68.84804917227709,5.664648522198659,LOW,HIGH,Clear / Markdown,93.48,0.0,321.1519508277229,0.0,30021.284363375536,30021.284363375536
ST27,SKU03375,Dairy & Bakery,Butter & Ghee,EliteHome,378,67,25,65.87979637143792,5.737722652765838,LOW,HIGH,Clear / Markdown,66.76,0.0,312.1202036285621,0.0,20837.144794242806,20837.144794242806
ST30,SKU00906,Stationery & Office,Office Supplies,HomeStyle,384,80,18,58.59646217245883,6.553296662686327,LOW,HIGH,Clear / Markdown,69.35,0.0,325.4035378275412,0.0,22566.73534833998,22566.73534833998
ST23,SKU01684,Grocery,Flour & Atta,HealthFirst,503,97,24,57.84260550470657,8.69601214556408,LOW,HIGH,Clear / Markdown,133.93,0.0,445.15739449529343,0.0,59619.92984475465,59619.92984475465
ST10,SKU03179,Personal Care,Skin Care,NatureBlend,252,50,17,63.39009654187369,3.975384385690847,LOW,HIGH,Clear / Markdown,187.69,0.0,188.60990345812633,0.0,35400.19278005573,35400.19278005573
ST03,SKU01971,Apparel & Footwear,Kids Wear,TrueTaste,104,28,6,62.73088028084324,1.6578756672056383,LOW,MEDIUM,Watch / Reduce Orders,1369.13,0.0,41.26911971915676,0.0,56502.789881089106,56502.789881089106
ST15,SKU03257,Personal Care,Skin Care,PurePlus,311,76,36,59.159838453985145,5.256944713293928,LOW,HIGH,Clear / Markdown,227.1,0.0,251.84016154601485,0.0,57192.90068709997,57192.90068709997
ST15,SKU01042,Dairy & Bakery,Milk,QuickBite,291,72,20,59.632986768101624,4.8798494888681185,LOW,HIGH,Clear / Markdown,59.55,0.0,231.36701323189837,0.0,13777.905637959548,13777.905637959548
ST09,SKU02954,Home Care,Air Fresheners,GoldenHarvest,0,31,8,1276.4758340274427,0.0,HIGH,LOW,Reorder Now,405.19,1276.4758340274427,0.0,517215.2431895795,0.0,517215.2431895795
ST17,SKU01317,Health & Wellness,First Aid,TrueTaste,0,78,37,622.9945924731726,0.0,HIGH,LOW,Reorder Now,438.36,622.9945924731726,0.0,273095.90955653996,0.0,273095.90955653996
ST01,SKU04756,Health & Wellness,Vitamins & Supplements,PrimeCare,0,73,18,285.4313214182383,0.0,HIGH,LOW,Reorder Now,496.99,285.4313214182383,0.0,141856.51243165028,0.0,141856.51243165028
ST03,SKU01153,Electronics & Accessories,Mobile Accessories,GreenValley,0,98,24,339.4313637351478,0.0,HIGH,LOW,Reorder Now,608.31,339.4313637351478,0.0,206479.49287372772,0.0,206479.49287372772
ST03,SKU03139,Snacks & Confectionery,Chocolates,TrueTaste,149,31,14,59.43384645575525,2.506989011907905,LOW,HIGH,Clear / Markdown,29.62,0.0,89.56615354424474,0.0,2652.9494679805293,2652.9494679805293
ST01,SKU02541,Electronics & Accessories,Small Appliances,FamilyChoice,189,47,10,65.48335291034753,2.8862297301538242,LOW,HIGH,Clear / Markdown,1551.99,0.0,123.51664708965247,0.0,191696.60111666974,191696.60111666974
ST25,SKU02898,Apparel & Footwear,Footwear,CrispKing,0,24,5,358.757617180891,0.0,HIGH,LOW,Reorder Now,554.23,358.757617180891,0.0,198834.2341701652,0.0,198834.2341701652
ST06,SKU04605,Snacks & Confectionery,Chocolates,NatureBlend,285,56,23,59.590258360664635,4.782660922110177,LOW,HIGH,Clear / Markdown,129.91,0.0,225.40974163933538,0.0,29282.97953636606,29282.97953636606
ST04,SKU01792,Dairy & Bakery,Butter & Ghee,SoftTouch,82,21,10,58.56349123683692,1.4001897473697968,LOW,LOW,Healthy,250.71,0.0,23.436508763163083,0.0,0.0,0.0
ST23,SKU01805,Stationery & Office,Writing Instruments,CleanWave,289,72,21,59.63941042316493,4.8457890168503015,LOW,HIGH,Clear / Markdown,94.75,0.0,229.36058957683508,0.0,21731.915862405123,21731.915862405123
ST26,SKU00090,Health & Wellness,OTC Medicine,MetroBrand,457,98,37,59.508541131091505,7.679569878772084,LOW,HIGH,Clear / Markdown,462.73,0.0,397.49145886890847,0.0,183931.22276241003,183931.22276241003
ST21,SKU00978,Health & Wellness,OTC Medicine,HomeStyle,170,47,22,66.05680994798946,2.5735423816840584,LOW,HIGH,Clear / Markdown,302.09,0.0,103.94319005201054,0.0,31400.19828281186,31400.19828281186
ST01,SKU03709,Dairy & Bakery,Cheese,PurePlus,87,21,7,61.90751632252142,1.4053220863643363,LOW,LOW,Healthy,186.06,0.0,25.092483677478583,0.0,0.0,0.0
ST13,SKU02780,Health & Wellness,First Aid,ValueChoice,167,32,15,65.41571784793013,2.5529032699483585,LOW,HIGH,Clear / Markdown,569.66,0.0,101.58428215206987,0.0,57868.50217074812,57868.50217074812
ST20,SKU01507,Home & Kitchen,Home Decor,CleanWave,0,53,12,622.2868004605127,0.0,HIGH,LOW,Reorder Now,153.68,622.2868004605127,0.0,95633.0354947716,0.0,95633.0354947716
ST27,SKU02449,Stationery & Office,Notebooks,EverydayPlus,0,24,6,508.9019070259061,0.0,HIGH,LOW,Reorder Now,99.61,508.9019070259061,0.0,50691.718958850506,0.0,50691.718958850506
ST25,SKU03837,Dairy & Bakery,Eggs,GoldenHarvest,283,81,31,59.22568032786247,4.7783326157397275,LOW,HIGH,Clear / Markdown,137.67,0.0,223.77431967213752,0.0,30807.01058926317,30807.01058926317
ST23,SKU00987,Electronics & Accessories,Mobile Accessories,TrueTaste,170,38,9,58.976329847261724,2.8825123645413333,LOW,HIGH,Clear / Markdown,1137.98,0.0,111.02367015273828,0.0,126342.71616041311,126342.71616041311
ST21,SKU02375,Grocery,Cooking Oil,QuickBite,363,64,13,58.23855522954915,6.232984293123752,LOW,HIGH,Clear / Markdown,57.7,0.0,304.76144477045085,0.0,17584.735363255015,17584.735363255015
ST23,SKU00758,Snacks & Confectionery,Candy,HomeStyle,591,100,20,68.03785907191357,8.68634034141689,LOW,HIGH,Clear / Markdown,82.31,0.0,522.9621409280865,0.0,43045.013819790795,43045.013819790795
ST09,SKU00860,Frozen Foods,Frozen Vegetables,FamilyChoice,120,27,12,57.772630392862126,2.0771081251447767,LOW,HIGH,Clear / Markdown,393.43,0.0,62.227369607137874,0.0,24482.114024536255,24482.114024536255
ST07,SKU02211,Health & Wellness,Vitamins & Supplements,NovaFresh,344,59,21,58.365095741856024,5.893933619529786,LOW,HIGH,Clear / Markdown,779.6,0.0,285.634904258144,0.0,222680.97135964906,222680.97135964906
ST10,SKU02482,Electronics & Accessories,Batteries,MetroBrand,0,28,14,432.35021929546565,0.0,HIGH,LOW,Reorder Now,910.7,432.35021929546565,0.0,393741.3447123806,0.0,393741.3447123806
ST29,SKU04710,Apparel & Footwear,Women's Wear,SmartBuy,0,51,13,355.8446481222208,0.0,HIGH,LOW,Reorder Now,1089.13,355.8446481222208,0.0,387561.08160935435,0.0,387561.08160935435
ST10,SKU04468,Health & Wellness,First Aid,GreenValley,104,32,11,61.156040068182875,1.7005679223842876,LOW,MEDIUM,Watch / Reduce Orders,364.44,0.0,42.843959931817125,0.0,15614.052757551433,15614.052757551433
ST10,SKU02253,Electronics & Accessories,Mobile Accessories,PrimeCare,347,97,20,70.73914368193445,4.905346346291972,LOW,HIGH,Clear / Markdown,1098.95,0.0,276.2608563180655,0.0,303596.8680507381,303596.8680507381
ST03,SKU01274,Electronics & Accessories,Small Appliances,ValueChoice,0,36,11,703.8030739681155,0.0,HIGH,LOW,Reorder Now,313.23,703.8030739681155,0.0,220452.23685903286,0.0,220452.23685903286
ST01,SKU02662,Dairy & Bakery,Eggs,SparkleClean,398,75,33,68.84804917227709,5.780846440602734,LOW,HIGH,Clear / Markdown,93.48,0.0,329.1519508277229,0.0,30769.124363375537,30769.124363375537
ST03,SKU01045,Frozen Foods,Frozen Meat,PurePlus,0,89,37,1727.122635708463,0.0,HIGH,LOW,Reorder Now,256.12,1727.122635708463,0.0,442350.64945765154,0.0,442350.64945765154
ST06,SKU02740,Snacks & Confectionery,Chips & Crisps,CrispKing,0,64,28,820.0383500918263,0.0,HIGH,LOW,Reorder Now,65.2,820.0383500918263,0.0,53466.50042598708,0.0,53466.50042598708
ST06,SKU04726,Health & Wellness,OTC Medicine,CleanWave,206,65,31,59.79576958948288,3.4450597661716875,LOW,HIGH,Clear / Markdown,547.35,0.0,146.2042304105171,0.0,80024.88551519654,80024.88551519654
ST16,SKU03199,Beverages,Coffee,QuickBite,0,76,29,326.5015532869965,0.0,HIGH,LOW,Reorder Now,57.97,326.5015532869965,0.0,18927.295044047187,0.0,18927.295044047187
ST04,SKU01684,Grocery,Flour & Atta,HealthFirst,250,45,21,57.84260550470657,4.322073630996063,LOW,HIGH,Clear / Markdown,133.93,0.0,192.15739449529343,0.0,25735.63984475465,25735.63984475465
ST26,SKU04412,Home Care,Dishwashing,SparkleClean,251,62,17,73.82364630159832,3.3999946165564263,LOW,HIGH,Clear / Markdown,348.67,0.0,177.17635369840167,0.0,61776.07924402171,61776.07924402171
ST07,SKU03150,Apparel & Footwear,Women's Wear,ZestyCo,283,51,18,59.510531400982295,4.7554608123584785,LOW,HIGH,Clear / Markdown,2742.62,0.0,223.4894685990177,0.0,612946.6863690378,612946.6863690378
ST24,SKU01104,Apparel & Footwear,Kids Wear,TrueTaste,525,92,36,62.23990121501418,8.435103362171692,LOW,HIGH,Clear / Markdown,826.23,0.0,462.7600987849858,0.0,382346.27641911886,382346.27641911886
